"","Studentnummer","FOS","Maand"
"3853",4470625,"ja","juni"
"2707",4470718,"nee","december"
"5550",4470718,"nee","juni"
"1262",4471066,"ja","december"
"4105",4471066,"ja","juni"
"363",4471354,"ja","december"
"3206",4471354,"ja","juni"
"2675",4471625,"nee","december"
"5518",4471625,"nee","juni"
"2775",4471834,"ja","december"
"5618",4471834,"ja","juni"
"367",4472261,"ja","december"
"3210",4472261,"ja","juni"
"2063",4472742,"ja","december"
"4906",4472742,"ja","juni"
"1013",4472812,"ja","december"
"3856",4472812,"ja","juni"
"901",4473587,"nee","december"
"3744",4473587,"ja","juni"
"1541",4473878,"nee","december"
"4384",4473878,"nee","juni"
"27",4474795,"ja","december"
"2870",4474795,"ja","juni"
"1236",4475171,"ja","december"
"4079",4475171,"ja","juni"
"1432",4475382,"ja","december"
"4275",4475382,"ja","juni"
"1173",4475633,"ja","december"
"4016",4475633,"ja","juni"
"980",4475894,"ja","december"
"3823",4475894,"ja","juni"
"1158",4476592,"nee","december"
"4001",4476592,"nee","juni"
"2595",4476711,"nee","december"
"5438",4476711,"nee","juni"
"1871",4477903,"nee","december"
"4714",4477903,"nee","juni"
"2554",4478275,"ja","december"
"5397",4478275,"ja","juni"
"596",4478280,"ja","december"
"3439",4478280,"ja","juni"
"2466",4478495,"ja","december"
"5309",4478495,"ja","juni"
"504",4478997,"ja","december"
"3347",4478997,"ja","juni"
"2390",4479796,"nee","december"
"5233",4479796,"ja","juni"
"144",4480183,"ja","december"
"2987",4480183,"ja","juni"
"107",4481032,"ja","december"
"2950",4481032,"ja","juni"
"1536",4481497,"ja","december"
"4379",4481497,"ja","juni"
"2249",4481672,"ja","december"
"5092",4481672,"ja","juni"
"1205",4481798,"ja","december"
"4048",4481798,"ja","juni"
"1054",4482706,"nee","december"
"3897",4482706,"nee","juni"
"2795",4482747,"nee","december"
"5638",4482747,"nee","juni"
"1842",4483386,"ja","december"
"4685",4483386,"ja","juni"
"560",4483478,"ja","december"
"3403",4483478,"ja","juni"
"267",4483608,"nee","december"
"3110",4483608,"nee","juni"
"1282",4483839,"ja","december"
"4125",4483839,"ja","juni"
"2086",4484800,"ja","december"
"4929",4484800,"ja","juni"
"298",4485345,"ja","december"
"3141",4485345,"ja","juni"
"2185",4485472,"ja","december"
"5028",4485472,"ja","juni"
"1927",4485605,"ja","december"
"4770",4485605,"ja","juni"
"1998",4485696,"nee","december"
"4841",4485696,"nee","juni"
"1165",4486249,"ja","december"
"4008",4486249,"ja","juni"
"331",4486676,"ja","december"
"3174",4486676,"ja","juni"
"1791",4486751,"nee","december"
"4634",4486751,"nee","juni"
"1224",4487280,"ja","december"
"4067",4487280,"ja","juni"
"1031",4487476,"ja","december"
"3874",4487476,"ja","juni"
"542",4487960,"nee","december"
"3385",4487960,"nee","juni"
"2418",4488139,"ja","december"
"5261",4488139,"ja","juni"
"1388",4488509,"ja","december"
"4231",4488509,"ja","juni"
"1575",4488936,"nee","december"
"4418",4488936,"nee","juni"
"2364",4489270,"nee","december"
"5207",4489270,"nee","juni"
"1642",4489648,"nee","december"
"4485",4489648,"nee","juni"
"2261",4489779,"ja","december"
"5104",4489779,"ja","juni"
"686",4489925,"ja","december"
"3529",4489925,"ja","juni"
"2123",4490292,"ja","december"
"4966",4490292,"ja","juni"
"1376",4490360,"ja","december"
"4219",4490360,"ja","juni"
"1395",4491031,"nee","december"
"4238",4491031,"nee","juni"
"841",4491074,"nee","december"
"3684",4491074,"nee","juni"
"2229",4491419,"nee","december"
"5072",4491419,"nee","juni"
"1904",4491577,"nee","december"
"4747",4491577,"nee","juni"
"2128",4491637,"ja","december"
"4971",4491637,"ja","juni"
"2568",4492183,"nee","december"
"5411",4492183,"nee","juni"
"830",4492184,"ja","december"
"3673",4492184,"ja","juni"
"2140",4492219,"ja","december"
"4983",4492219,"ja","juni"
"2531",4492522,"ja","december"
"5374",4492522,"ja","juni"
"29",4492741,"nee","december"
"2872",4492741,"nee","juni"
"2284",4493131,"ja","december"
"5127",4493131,"ja","juni"
"67",4493225,"nee","december"
"2910",4493225,"nee","juni"
"1319",4493439,"ja","december"
"4162",4493439,"ja","juni"
"949",4493774,"nee","december"
"3792",4493774,"nee","juni"
"2482",4494008,"ja","december"
"5325",4494008,"ja","juni"
"1843",4494051,"nee","december"
"4686",4494051,"nee","juni"
"2114",4494114,"nee","december"
"4957",4494114,"nee","juni"
"466",4494127,"nee","december"
"3309",4494127,"nee","juni"
"356",4494294,"nee","december"
"3199",4494294,"ja","juni"
"1479",4494303,"nee","december"
"4322",4494303,"nee","juni"
"92",4494642,"nee","december"
"2935",4494642,"nee","juni"
"2640",4495684,"nee","december"
"5483",4495684,"nee","juni"
"1537",4495807,"nee","december"
"4380",4495807,"nee","juni"
"1666",4495961,"nee","december"
"4509",4495961,"nee","juni"
"349",4496650,"nee","december"
"3192",4496650,"nee","juni"
"484",4496663,"ja","december"
"3327",4496663,"ja","juni"
"2342",4496791,"ja","december"
"5185",4496791,"ja","juni"
"1743",4497016,"nee","december"
"4586",4497016,"nee","juni"
"1873",4497023,"ja","december"
"4716",4497023,"ja","juni"
"1989",4497301,"ja","december"
"4832",4497301,"ja","juni"
"981",4497730,"nee","december"
"3824",4497730,"nee","juni"
"2467",4498023,"nee","december"
"5310",4498023,"nee","juni"
"217",4498712,"ja","december"
"3060",4498712,"ja","juni"
"791",4499005,"nee","december"
"3634",4499005,"nee","juni"
"1216",4500388,"ja","december"
"4059",4500388,"ja","juni"
"253",4500557,"nee","december"
"3096",4500557,"ja","juni"
"1411",4500885,"ja","december"
"4254",4500885,"ja","juni"
"647",4501024,"nee","december"
"3490",4501024,"nee","juni"
"2138",4502412,"nee","december"
"4981",4502412,"ja","juni"
"2287",4502450,"nee","december"
"5130",4502450,"nee","juni"
"2120",4502941,"ja","december"
"4963",4502941,"ja","juni"
"1819",4502971,"nee","december"
"4662",4502971,"ja","juni"
"2752",4503536,"ja","december"
"5595",4503536,"ja","juni"
"228",4503988,"nee","december"
"3071",4503988,"nee","juni"
"2691",4504637,"ja","december"
"5534",4504637,"ja","juni"
"181",4504809,"nee","december"
"3024",4504809,"nee","juni"
"2141",4505542,"nee","december"
"4984",4505542,"nee","juni"
"790",4505568,"ja","december"
"3633",4505568,"ja","juni"
"2199",4506066,"ja","december"
"5042",4506066,"ja","juni"
"1410",4506245,"nee","december"
"4253",4506245,"nee","juni"
"2802",4506523,"nee","december"
"5645",4506523,"nee","juni"
"1922",4506963,"nee","december"
"4765",4506963,"nee","juni"
"1582",4508774,"ja","december"
"4425",4508774,"ja","juni"
"434",4509007,"nee","december"
"3277",4509007,"nee","juni"
"1017",4509047,"nee","december"
"3860",4509047,"nee","juni"
"2579",4509835,"nee","december"
"5422",4509835,"nee","juni"
"1932",4510026,"ja","december"
"4775",4510026,"ja","juni"
"1517",4510795,"ja","december"
"4360",4510795,"ja","juni"
"1146",4510827,"ja","december"
"3989",4510827,"ja","juni"
"2340",4511463,"nee","december"
"5183",4511463,"nee","juni"
"1584",4512263,"ja","december"
"4427",4512263,"ja","juni"
"491",4512465,"ja","december"
"3334",4512465,"ja","juni"
"2082",4512608,"ja","december"
"4925",4512608,"ja","juni"
"966",4512681,"nee","december"
"3809",4512681,"nee","juni"
"1289",4513061,"nee","december"
"4132",4513061,"nee","juni"
"273",4513102,"nee","december"
"3116",4513102,"ja","juni"
"2242",4513230,"ja","december"
"5085",4513230,"ja","juni"
"684",4513573,"nee","december"
"3527",4513573,"nee","juni"
"180",4513588,"ja","december"
"3023",4513588,"ja","juni"
"2159",4513860,"ja","december"
"5002",4513860,"ja","juni"
"729",4514487,"nee","december"
"3572",4514487,"nee","juni"
"2337",4515163,"nee","december"
"5180",4515163,"nee","juni"
"1291",4515641,"ja","december"
"4134",4515641,"ja","juni"
"1879",4515845,"nee","december"
"4722",4515845,"nee","juni"
"1613",4515890,"nee","december"
"4456",4515890,"nee","juni"
"1049",4517258,"ja","december"
"3892",4517258,"ja","juni"
"1754",4517295,"nee","december"
"4597",4517295,"nee","juni"
"510",4519385,"nee","december"
"3353",4519385,"nee","juni"
"1561",4519598,"nee","december"
"4404",4519598,"nee","juni"
"529",4519809,"nee","december"
"3372",4519809,"nee","juni"
"1398",4519973,"nee","december"
"4241",4519973,"nee","juni"
"219",4520520,"nee","december"
"3062",4520520,"nee","juni"
"1053",4520642,"nee","december"
"3896",4520642,"nee","juni"
"2415",4520671,"ja","december"
"5258",4520671,"ja","juni"
"2298",4520732,"nee","december"
"5141",4520732,"nee","juni"
"1626",4521762,"nee","december"
"4469",4521762,"nee","juni"
"881",4522003,"nee","december"
"3724",4522003,"nee","juni"
"1640",4522397,"nee","december"
"4483",4522397,"nee","juni"
"1191",4522563,"ja","december"
"4034",4522563,"ja","juni"
"1813",4522725,"nee","december"
"4656",4522725,"nee","juni"
"1624",4522741,"nee","december"
"4467",4522741,"nee","juni"
"887",4522899,"nee","december"
"3730",4522899,"nee","juni"
"1577",4522977,"ja","december"
"4420",4522977,"ja","juni"
"2540",4523325,"ja","december"
"5383",4523325,"ja","juni"
"1016",4524906,"ja","december"
"3859",4524906,"ja","juni"
"2764",4525308,"ja","december"
"5607",4525308,"ja","juni"
"1587",4525950,"ja","december"
"4430",4525950,"ja","juni"
"1077",4526270,"ja","december"
"3920",4526270,"ja","juni"
"1617",4526554,"nee","december"
"4460",4526554,"nee","juni"
"1749",4526812,"ja","december"
"4592",4526812,"ja","juni"
"1061",4526889,"ja","december"
"3904",4526889,"ja","juni"
"1710",4527123,"nee","december"
"4553",4527123,"nee","juni"
"1185",4527326,"ja","december"
"4028",4527326,"ja","juni"
"2042",4527451,"ja","december"
"4885",4527451,"ja","juni"
"2677",4527899,"ja","december"
"5520",4527899,"ja","juni"
"46",4528150,"ja","december"
"2889",4528150,"ja","juni"
"468",4528645,"nee","december"
"3311",4528645,"nee","juni"
"935",4529388,"ja","december"
"3778",4529388,"ja","juni"
"1700",4530233,"nee","december"
"4543",4530233,"nee","juni"
"148",4530504,"ja","december"
"2991",4530504,"ja","juni"
"2427",4530777,"nee","december"
"5270",4530777,"nee","juni"
"28",4530806,"ja","december"
"2871",4530806,"ja","juni"
"1286",4530983,"ja","december"
"4129",4530983,"ja","juni"
"1025",4531049,"nee","december"
"3868",4531049,"nee","juni"
"2319",4531080,"nee","december"
"5162",4531080,"nee","juni"
"125",4531418,"ja","december"
"2968",4531418,"ja","juni"
"1476",4531673,"ja","december"
"4319",4531673,"ja","juni"
"266",4531847,"nee","december"
"3109",4531847,"nee","juni"
"2491",4532003,"ja","december"
"5334",4532003,"ja","juni"
"1770",4532576,"ja","december"
"4613",4532576,"ja","juni"
"238",4533077,"ja","december"
"3081",4533077,"ja","juni"
"2291",4533085,"ja","december"
"5134",4533085,"ja","juni"
"45",4533679,"nee","december"
"2888",4533679,"nee","juni"
"1254",4534177,"ja","december"
"4097",4534177,"ja","juni"
"550",4535052,"ja","december"
"3393",4535052,"ja","juni"
"2081",4535286,"nee","december"
"4924",4535286,"nee","juni"
"1144",4535343,"ja","december"
"3987",4535343,"ja","juni"
"134",4535383,"ja","december"
"2977",4535383,"ja","juni"
"1029",4536207,"ja","december"
"3872",4536207,"ja","juni"
"17",4536491,"nee","december"
"2860",4536491,"nee","juni"
"2519",4536525,"ja","december"
"5362",4536525,"ja","juni"
"1093",4537462,"ja","december"
"3936",4537462,"ja","juni"
"1072",4538006,"nee","december"
"3915",4538006,"nee","juni"
"2505",4538164,"nee","december"
"5348",4538164,"nee","juni"
"975",4538169,"nee","december"
"3818",4538169,"nee","juni"
"11",4538190,"ja","december"
"2854",4538190,"ja","juni"
"2219",4538862,"nee","december"
"5062",4538862,"nee","juni"
"942",4539358,"ja","december"
"3785",4539358,"ja","juni"
"1856",4539437,"nee","december"
"4699",4539437,"ja","juni"
"891",4540270,"nee","december"
"3734",4540270,"nee","juni"
"2312",4541262,"ja","december"
"5155",4541262,"ja","juni"
"617",4541374,"ja","december"
"3460",4541374,"ja","juni"
"1529",4541946,"ja","december"
"4372",4541946,"ja","juni"
"449",4542106,"ja","december"
"3292",4542106,"ja","juni"
"642",4542621,"ja","december"
"3485",4542621,"ja","juni"
"1101",4542669,"nee","december"
"3944",4542669,"nee","juni"
"447",4543222,"nee","december"
"3290",4543222,"nee","juni"
"933",4543271,"ja","december"
"3776",4543271,"ja","juni"
"1006",4543605,"ja","december"
"3849",4543605,"ja","juni"
"353",4543797,"ja","december"
"3196",4543797,"ja","juni"
"1571",4543961,"ja","december"
"4414",4543961,"ja","juni"
"2110",4544119,"ja","december"
"4953",4544119,"ja","juni"
"2672",4544583,"ja","december"
"5515",4544583,"ja","juni"
"2688",4544784,"ja","december"
"5531",4544784,"ja","juni"
"1267",4545178,"ja","december"
"4110",4545178,"ja","juni"
"1193",4545303,"ja","december"
"4036",4545303,"ja","juni"
"2639",4545397,"nee","december"
"5482",4545397,"nee","juni"
"2158",4546117,"nee","december"
"5001",4546117,"nee","juni"
"1452",4546406,"nee","december"
"4295",4546406,"nee","juni"
"568",4546838,"ja","december"
"3411",4546838,"ja","juni"
"2652",4547036,"nee","december"
"5495",4547036,"nee","juni"
"590",4547254,"ja","december"
"3433",4547254,"ja","juni"
"2218",4547583,"ja","december"
"5061",4547583,"ja","juni"
"1453",4547654,"ja","december"
"4296",4547654,"ja","juni"
"1337",4548122,"nee","december"
"4180",4548122,"nee","juni"
"1606",4548215,"ja","december"
"4449",4548215,"ja","juni"
"1020",4548284,"nee","december"
"3863",4548284,"nee","juni"
"1",4548675,"ja","december"
"2844",4548675,"ja","juni"
"619",4549098,"nee","december"
"3462",4549098,"nee","juni"
"685",4549535,"nee","december"
"3528",4549535,"nee","juni"
"13",4549592,"nee","december"
"2856",4549592,"nee","juni"
"955",4549657,"nee","december"
"3798",4549657,"nee","juni"
"2469",4550276,"nee","december"
"5312",4550276,"nee","juni"
"844",4550295,"ja","december"
"3687",4550295,"ja","juni"
"503",4551008,"ja","december"
"3346",4551008,"ja","juni"
"174",4551703,"nee","december"
"3017",4551703,"nee","juni"
"185",4551827,"nee","december"
"3028",4551827,"nee","juni"
"2386",4551915,"nee","december"
"5229",4551915,"nee","juni"
"1322",4551919,"ja","december"
"4165",4551919,"ja","juni"
"1195",4552013,"ja","december"
"4038",4552013,"ja","juni"
"373",4552368,"ja","december"
"3216",4552368,"ja","juni"
"873",4552741,"ja","december"
"3716",4552741,"ja","juni"
"1704",4552755,"ja","december"
"4547",4552755,"ja","juni"
"759",4553103,"ja","december"
"3602",4553103,"ja","juni"
"441",4553265,"nee","december"
"3284",4553265,"nee","juni"
"704",4553463,"ja","december"
"3547",4553463,"ja","juni"
"698",4553592,"nee","december"
"3541",4553592,"nee","juni"
"2385",4554139,"nee","december"
"5228",4554139,"nee","juni"
"249",4554900,"ja","december"
"3092",4554900,"ja","juni"
"342",4555098,"nee","december"
"3185",4555098,"nee","juni"
"1513",4555317,"nee","december"
"4356",4555317,"nee","juni"
"1429",4555606,"ja","december"
"4272",4555606,"ja","juni"
"2432",4555795,"ja","december"
"5275",4555795,"ja","juni"
"2122",4556190,"nee","december"
"4965",4556190,"nee","juni"
"2067",4556246,"ja","december"
"4910",4556246,"ja","juni"
"2125",4556712,"nee","december"
"4968",4556712,"nee","juni"
"155",4556728,"nee","december"
"2998",4556728,"nee","juni"
"517",4557441,"ja","december"
"3360",4557441,"ja","juni"
"842",4557776,"ja","december"
"3685",4557776,"ja","juni"
"1564",4558077,"ja","december"
"4407",4558077,"ja","juni"
"1181",4558761,"nee","december"
"4024",4558761,"ja","juni"
"2275",4559073,"ja","december"
"5118",4559073,"ja","juni"
"861",4559351,"nee","december"
"3704",4559351,"nee","juni"
"2495",4559392,"ja","december"
"5338",4559392,"ja","juni"
"822",4559896,"nee","december"
"3665",4559896,"nee","juni"
"2050",4560072,"nee","december"
"4893",4560072,"ja","juni"
"1929",4561371,"ja","december"
"4772",4561371,"ja","juni"
"2160",4561559,"ja","december"
"5003",4561559,"ja","juni"
"872",4561685,"ja","december"
"3715",4561685,"ja","juni"
"1060",4563183,"ja","december"
"3903",4563183,"ja","juni"
"2064",4563787,"ja","december"
"4907",4563787,"ja","juni"
"346",4563845,"ja","december"
"3189",4563845,"ja","juni"
"1281",4564169,"nee","december"
"4124",4564169,"nee","juni"
"2300",4564432,"ja","december"
"5143",4564432,"ja","juni"
"1292",4564519,"nee","december"
"4135",4564519,"nee","juni"
"1370",4564621,"ja","december"
"4213",4564621,"ja","juni"
"2549",4564696,"nee","december"
"5392",4564696,"nee","juni"
"2436",4565115,"nee","december"
"5279",4565115,"nee","juni"
"383",4565264,"ja","december"
"3226",4565264,"ja","juni"
"1772",4565392,"ja","december"
"4615",4565392,"ja","juni"
"304",4565895,"ja","december"
"3147",4565895,"ja","juni"
"532",4566238,"ja","december"
"3375",4566238,"ja","juni"
"277",4566500,"nee","december"
"3120",4566500,"nee","juni"
"998",4566945,"ja","december"
"3841",4566945,"ja","juni"
"2197",4567110,"ja","december"
"5040",4567110,"ja","juni"
"1837",4567168,"nee","december"
"4680",4567168,"nee","juni"
"1015",4567265,"ja","december"
"3858",4567265,"ja","juni"
"2758",4567578,"nee","december"
"5601",4567578,"nee","juni"
"1353",4568112,"ja","december"
"4196",4568112,"ja","juni"
"2552",4568556,"ja","december"
"5395",4568556,"ja","juni"
"360",4568577,"ja","december"
"3203",4568577,"ja","juni"
"1186",4568614,"nee","december"
"4029",4568614,"nee","juni"
"1406",4568667,"nee","december"
"4249",4568667,"nee","juni"
"1244",4569062,"ja","december"
"4087",4569062,"ja","juni"
"2569",4569166,"nee","december"
"5412",4569166,"nee","juni"
"2305",4569373,"nee","december"
"5148",4569373,"nee","juni"
"25",4569686,"nee","december"
"2868",4569686,"nee","juni"
"1117",4569945,"ja","december"
"3960",4569945,"ja","juni"
"800",4570473,"nee","december"
"3643",4570473,"ja","juni"
"525",4571061,"ja","december"
"3368",4571061,"ja","juni"
"442",4571399,"nee","december"
"3285",4571399,"nee","juni"
"2412",4571532,"nee","december"
"5255",4571532,"nee","juni"
"2712",4572823,"ja","december"
"5555",4572823,"ja","juni"
"2380",4573125,"nee","december"
"5223",4573125,"nee","juni"
"1782",4573432,"nee","december"
"4625",4573432,"nee","juni"
"605",4573719,"nee","december"
"3448",4573719,"nee","juni"
"527",4574860,"nee","december"
"3370",4574860,"ja","juni"
"478",4575198,"nee","december"
"3321",4575198,"nee","juni"
"2400",4575199,"nee","december"
"5243",4575199,"nee","juni"
"2277",4575285,"ja","december"
"5120",4575285,"ja","juni"
"2331",4575410,"nee","december"
"5174",4575410,"nee","juni"
"1680",4575512,"ja","december"
"4523",4575512,"ja","juni"
"129",4575900,"nee","december"
"2972",4575900,"nee","juni"
"1527",4576283,"nee","december"
"4370",4576283,"nee","juni"
"2498",4576800,"nee","december"
"5341",4576800,"nee","juni"
"945",4578730,"nee","december"
"3788",4578730,"nee","juni"
"1069",4579532,"ja","december"
"3912",4579532,"ja","juni"
"1277",4579686,"nee","december"
"4120",4579686,"nee","juni"
"112",4580255,"nee","december"
"2955",4580255,"nee","juni"
"2765",4580790,"nee","december"
"5608",4580790,"nee","juni"
"1211",4580878,"ja","december"
"4054",4580878,"ja","juni"
"668",4581353,"ja","december"
"3511",4581353,"ja","juni"
"2468",4581432,"ja","december"
"5311",4581432,"ja","juni"
"459",4581585,"ja","december"
"3302",4581585,"ja","juni"
"716",4581586,"nee","december"
"3559",4581586,"nee","juni"
"1661",4582035,"ja","december"
"4504",4582035,"ja","juni"
"737",4582093,"nee","december"
"3580",4582093,"nee","juni"
"1137",4582641,"ja","december"
"3980",4582641,"ja","juni"
"773",4582792,"ja","december"
"3616",4582792,"ja","juni"
"990",4582880,"nee","december"
"3833",4582880,"nee","juni"
"78",4582948,"ja","december"
"2921",4582948,"ja","juni"
"85",4582971,"ja","december"
"2928",4582971,"ja","juni"
"1478",4583090,"nee","december"
"4321",4583090,"nee","juni"
"620",4583206,"nee","december"
"3463",4583206,"nee","juni"
"541",4583411,"ja","december"
"3384",4583411,"ja","juni"
"1045",4584162,"nee","december"
"3888",4584162,"nee","juni"
"2395",4584670,"ja","december"
"5238",4584670,"ja","juni"
"1760",4585060,"ja","december"
"4603",4585060,"ja","juni"
"2606",4585409,"nee","december"
"5449",4585409,"nee","juni"
"2492",4585564,"ja","december"
"5335",4585564,"ja","juni"
"1504",4585889,"ja","december"
"4347",4585889,"ja","juni"
"122",4586085,"ja","december"
"2965",4586085,"ja","juni"
"1496",4586395,"nee","december"
"4339",4586395,"nee","juni"
"1630",4586998,"nee","december"
"4473",4586998,"nee","juni"
"2731",4587624,"ja","december"
"5574",4587624,"ja","juni"
"2233",4588552,"ja","december"
"5076",4588552,"ja","juni"
"1005",4588846,"ja","december"
"3848",4588846,"ja","juni"
"1530",4589670,"ja","december"
"4373",4589670,"ja","juni"
"2338",4589962,"ja","december"
"5181",4589962,"ja","juni"
"1576",4591172,"nee","december"
"4419",4591172,"nee","juni"
"1114",4591758,"nee","december"
"3957",4591758,"nee","juni"
"415",4592096,"nee","december"
"3258",4592096,"nee","juni"
"1937",4592345,"nee","december"
"4780",4592345,"nee","juni"
"1877",4592519,"nee","december"
"4720",4592519,"nee","juni"
"1070",4592751,"nee","december"
"3913",4592751,"nee","juni"
"215",4593241,"nee","december"
"3058",4593241,"nee","juni"
"2198",4593528,"nee","december"
"5041",4593528,"nee","juni"
"1372",4593675,"nee","december"
"4215",4593675,"nee","juni"
"308",4594077,"nee","december"
"3151",4594077,"nee","juni"
"599",4594147,"nee","december"
"3442",4594147,"nee","juni"
"1194",4594630,"nee","december"
"4037",4594630,"nee","juni"
"879",4594649,"ja","december"
"3722",4594649,"ja","juni"
"2283",4595259,"nee","december"
"5126",4595259,"ja","juni"
"2597",4595626,"ja","december"
"5440",4595626,"ja","juni"
"2509",4595758,"nee","december"
"5352",4595758,"nee","juni"
"1899",4596280,"nee","december"
"4742",4596280,"nee","juni"
"2075",4596337,"nee","december"
"4918",4596337,"nee","juni"
"552",4596641,"ja","december"
"3395",4596641,"ja","juni"
"531",4597877,"nee","december"
"3374",4597877,"nee","juni"
"1225",4598288,"ja","december"
"4068",4598288,"ja","juni"
"1201",4598475,"ja","december"
"4044",4598475,"ja","juni"
"2594",4598547,"nee","december"
"5437",4598547,"nee","juni"
"1518",4599638,"nee","december"
"4361",4599638,"nee","juni"
"2709",4599698,"nee","december"
"5552",4599698,"nee","juni"
"1444",4599804,"nee","december"
"4287",4599804,"nee","juni"
"912",4599897,"ja","december"
"3755",4599897,"ja","juni"
"2786",4600129,"ja","december"
"5629",4600129,"ja","juni"
"1802",4600399,"nee","december"
"4645",4600399,"nee","juni"
"645",4600620,"nee","december"
"3488",4600620,"nee","juni"
"458",4601483,"ja","december"
"3301",4601483,"ja","juni"
"2129",4602173,"ja","december"
"4972",4602173,"ja","juni"
"2058",4602316,"nee","december"
"4901",4602316,"nee","juni"
"2334",4602917,"nee","december"
"5177",4602917,"nee","juni"
"993",4603011,"nee","december"
"3836",4603011,"nee","juni"
"818",4603174,"nee","december"
"3661",4603174,"nee","juni"
"2146",4603681,"nee","december"
"4989",4603681,"nee","juni"
"1182",4604115,"ja","december"
"4025",4604115,"ja","juni"
"142",4604327,"nee","december"
"2985",4604327,"nee","juni"
"312",4604545,"nee","december"
"3155",4604545,"nee","juni"
"930",4604720,"ja","december"
"3773",4604720,"ja","juni"
"2486",4604881,"nee","december"
"5329",4604881,"nee","juni"
"1667",4604970,"nee","december"
"4510",4604970,"nee","juni"
"1593",4605281,"ja","december"
"4436",4605281,"ja","juni"
"2819",4605388,"ja","december"
"5662",4605388,"ja","juni"
"1850",4605519,"nee","december"
"4693",4605519,"nee","juni"
"2172",4606487,"nee","december"
"5015",4606487,"nee","juni"
"1835",4607250,"nee","december"
"4678",4607250,"nee","juni"
"170",4607472,"nee","december"
"3013",4607472,"nee","juni"
"494",4607694,"ja","december"
"3337",4607694,"ja","juni"
"2029",4607760,"nee","december"
"4872",4607760,"nee","juni"
"1034",4607949,"nee","december"
"3877",4607949,"nee","juni"
"1240",4608191,"nee","december"
"4083",4608191,"nee","juni"
"549",4608738,"ja","december"
"3392",4608738,"ja","juni"
"1834",4608861,"nee","december"
"4677",4608861,"nee","juni"
"489",4609254,"nee","december"
"3332",4609254,"nee","juni"
"2147",4609315,"ja","december"
"4990",4609315,"ja","juni"
"1233",4609641,"nee","december"
"4076",4609641,"nee","juni"
"768",4609940,"nee","december"
"3611",4609940,"nee","juni"
"2734",4610221,"nee","december"
"5577",4610221,"nee","juni"
"823",4610816,"ja","december"
"3666",4610816,"ja","juni"
"2426",4610825,"ja","december"
"5269",4610825,"ja","juni"
"2170",4611633,"ja","december"
"5013",4611633,"ja","juni"
"385",4612647,"nee","december"
"3228",4612647,"nee","juni"
"2410",4612748,"ja","december"
"5253",4612748,"ja","juni"
"1970",4614106,"nee","december"
"4813",4614106,"ja","juni"
"2499",4614590,"ja","december"
"5342",4614590,"ja","juni"
"271",4614891,"ja","december"
"3114",4614891,"ja","juni"
"169",4615009,"nee","december"
"3012",4615009,"nee","juni"
"677",4615178,"ja","december"
"3520",4615178,"ja","juni"
"1538",4615528,"ja","december"
"4381",4615528,"ja","juni"
"607",4615609,"ja","december"
"3450",4615609,"ja","juni"
"230",4615851,"nee","december"
"3073",4615851,"nee","juni"
"1381",4615966,"nee","december"
"4224",4615966,"ja","juni"
"30",4616486,"ja","december"
"2873",4616486,"ja","juni"
"705",4617021,"nee","december"
"3548",4617021,"nee","juni"
"1902",4617089,"nee","december"
"4745",4617089,"nee","juni"
"548",4617426,"ja","december"
"3391",4617426,"ja","juni"
"2193",4618186,"nee","december"
"5036",4618186,"nee","juni"
"2433",4618611,"nee","december"
"5276",4618611,"nee","juni"
"1338",4619370,"nee","december"
"4181",4619370,"nee","juni"
"2760",4619987,"ja","december"
"5603",4619987,"ja","juni"
"1204",4620768,"nee","december"
"4047",4620768,"nee","juni"
"2780",4620934,"nee","december"
"5623",4620934,"nee","juni"
"793",4620971,"nee","december"
"3636",4620971,"nee","juni"
"24",4621099,"ja","december"
"2867",4621099,"ja","juni"
"1552",4621518,"ja","december"
"4395",4621518,"ja","juni"
"932",4621646,"ja","december"
"3775",4621646,"ja","juni"
"59",4622303,"nee","december"
"2902",4622303,"nee","juni"
"2131",4622719,"ja","december"
"4974",4622719,"ja","juni"
"2095",4622754,"ja","december"
"4938",4622754,"ja","juni"
"1612",4622805,"ja","december"
"4455",4622805,"ja","juni"
"1082",4622820,"nee","december"
"3925",4622820,"nee","juni"
"2803",4622827,"ja","december"
"5646",4622827,"ja","juni"
"735",4623202,"nee","december"
"3578",4623202,"nee","juni"
"109",4623255,"nee","december"
"2952",4623255,"nee","juni"
"110",4623310,"nee","december"
"2953",4623310,"nee","juni"
"622",4623378,"nee","december"
"3465",4623378,"nee","juni"
"207",4623557,"nee","december"
"3050",4623557,"nee","juni"
"2292",4623591,"nee","december"
"5135",4623591,"nee","juni"
"2267",4623929,"nee","december"
"5110",4623929,"nee","juni"
"2040",4624575,"nee","december"
"4883",4624575,"nee","juni"
"1095",4624715,"nee","december"
"3938",4624715,"nee","juni"
"997",4624826,"ja","december"
"3840",4624826,"ja","juni"
"717",4624858,"nee","december"
"3560",4624858,"nee","juni"
"506",4624876,"nee","december"
"3349",4624876,"nee","juni"
"1251",4624969,"ja","december"
"4094",4624969,"ja","juni"
"1400",4625643,"ja","december"
"4243",4625643,"ja","juni"
"2007",4626205,"nee","december"
"4850",4626205,"nee","juni"
"73",4626338,"ja","december"
"2916",4626338,"ja","juni"
"675",4626655,"ja","december"
"3518",4626655,"ja","juni"
"1625",4627141,"ja","december"
"4468",4627141,"ja","juni"
"1854",4627560,"ja","december"
