"","Studentnummer","hbo_vooropleiding"
"3301",5434616,"nee"
"3302",5796705,"nee"
"3303",5590789,"nee"
"3304",5407121,"nee"
"3305",5416925,"ja"
"3306",5725410,"nee"
"3307",5888052,"nee"
"3308",5342900,"nee"
"3309",5655921,"nee"
"3310",5997154,"nee"
"3311",5313477,"nee"
"3312",5238453,"nee"
"3313",5799407,"nee"
"3314",5057478,"ja"
"3315",5870052,"nee"
"3316",5808885,"nee"
"3317",5744244,"nee"
"3318",5070718,"nee"
"3319",5913080,"ja"
"3320",5773727,"nee"
"3321",5212907,"ja"
"3322",5045921,"nee"
"3323",5016638,"nee"
"3324",5286477,"nee"
"3325",5669906,"nee"
"3326",5852291,"nee"
"3327",5001921,"nee"
"3328",5587102,"ja"
"3329",5827571,"nee"
"3330",5449225,"nee"
"3331",5059310,"nee"
"3332",5976259,"nee"
"3333",5822321,"nee"
"3334",5628597,"nee"
"3335",5875123,"nee"
"3336",5949962,"nee"
"3337",5826031,"nee"
"3338",5413572,"nee"
"3339",5364480,"nee"
"3340",5541327,"nee"
"3341",5482869,"nee"
"3342",5778698,"nee"
"3343",5420573,"nee"
"3344",5255897,"ja"
"3345",5135926,"nee"
"3346",5539441,"nee"
"3347",5207508,"nee"
"3348",5531019,"nee"
"3349",5504504,"nee"
"3350",5917389,"nee"
"3351",5075466,"nee"
"3352",5718821,"ja"
"3353",5296427,"nee"
"3354",5614402,"nee"
"3355",5475590,"nee"
"3356",5205256,"nee"
"3357",5484395,"nee"
"3358",5277669,"ja"
"3359",5868613,"nee"
"3360",5275215,"nee"
"3361",5787975,"nee"
"3362",5465187,"nee"
"3363",5260933,"nee"
"3364",5124486,"nee"
"3365",5058891,"nee"
"3366",5633564,"nee"
"3367",5938524,"nee"
"3368",5402485,"nee"
"3369",5503762,"nee"
"3370",5758701,"ja"
"3371",5537300,"ja"
"3372",5359734,"nee"
"3373",5368749,"nee"
"3374",5722396,"nee"
"3375",5044481,"nee"
"3376",5733375,"nee"
"3377",5974091,"ja"
"3378",5690780,"ja"
"3379",5657129,"nee"
"3380",5217191,"nee"
"3381",5709028,"nee"
"3382",5961295,"nee"
"3383",5942261,"nee"
"3384",5759431,"nee"
"3385",5536925,"nee"
"3386",5970202,"ja"
"3387",5091051,"nee"
"3388",5865568,"nee"
"3389",5554664,"nee"
"3390",5327699,"nee"
"3391",5716661,"nee"
"3392",5345782,"nee"
"3393",5227565,"nee"
"3394",5514311,"nee"
"3395",5862958,"nee"
"3396",5240075,"nee"
"3397",5176530,"nee"
"3398",5336329,"nee"
"3399",5341919,"nee"
"3400",5342786,"nee"
"3401",5347932,"nee"
"3402",5044007,"nee"
"3403",5168601,"nee"
"3404",5068620,"nee"
"3405",5782084,"nee"
"3406",5215187,"ja"
"3407",5607316,"nee"
"3408",5942947,"nee"
"3409",5753555,"ja"
"3410",5195504,"nee"
"3411",5729178,"nee"
"3412",5537873,"nee"
"3413",5171717,"nee"
"3414",5820134,"nee"
"3415",5472009,"nee"
"3416",5608021,"nee"
"3417",5574489,"ja"
"3418",5695864,"nee"
"3419",5142106,"nee"
"3420",5157461,"nee"
"3421",5170162,"ja"
"3422",5234975,"nee"
"3423",5716297,"nee"
"3424",5535169,"nee"
"3425",5544816,"nee"
"3426",5972613,"nee"
"3427",5573490,"nee"
"3428",5676400,"nee"
"3429",5050492,"ja"
"3430",5444902,"nee"
"3431",5433559,"nee"
"3432",5658769,"nee"
"3433",5291148,"nee"
"3434",5113424,"nee"
"3435",5770535,"nee"
"3436",5685045,"nee"
"3437",5176085,"nee"
"3438",5812493,"nee"
"3439",5953731,"nee"
"3440",5622986,"nee"
"3441",5028332,"nee"
"3442",5273632,"nee"
"3443",5892390,"ja"
"3444",5098333,"nee"
"3445",5039260,"ja"
"3446",5450501,"nee"
"3447",5315441,"ja"
"3448",5638349,"ja"
"3449",5135565,"nee"
"3450",5900100,"nee"
"3451",5711628,"nee"
"3452",5279892,"ja"
"3453",5854927,"nee"
"3454",5108793,"nee"
"3455",5084372,"nee"
"3456",5894533,"ja"
"3457",5309944,"ja"
"3458",5064276,"nee"
"3459",5034722,"nee"
"3460",5792541,"nee"
"3461",5106133,"nee"
"3462",5389091,"nee"
"3463",5042555,"nee"
"3464",5637445,"nee"
"3465",5731167,"nee"
"3466",5123389,"nee"
"3467",5331030,"nee"
"3468",5793810,"ja"
"3469",5899321,"ja"
"3470",5652062,"nee"
"3471",5554401,"nee"
"3472",5186411,"nee"
"3473",5764645,"nee"
"3474",5787715,"nee"
"3475",5627698,"nee"
"3476",5076981,"ja"
"3477",5684030,"ja"
"3478",5418066,"nee"
"3479",5085411,"nee"
"3480",5456488,"nee"
"3481",5981181,"nee"
"3482",5307755,"nee"
"3483",5087104,"nee"
"3484",5754276,"nee"
"3485",5762001,"ja"
"3486",5843710,"nee"
"3487",5887642,"ja"
"3488",5345214,"nee"
"3489",5671953,"nee"
"3490",5190416,"nee"
"3491",5080958,"ja"
"3492",5191107,"nee"
"3493",5635760,"nee"
"3494",5183218,"ja"
"3495",5259975,"nee"
"3496",5735491,"nee"
"3497",5751918,"nee"
"3498",5009125,"nee"
"3499",5410128,"nee"
"3500",5449263,"ja"
"3501",5718281,"nee"
"3502",5677451,"nee"
"3503",5841365,"nee"
"3504",5266563,"nee"
"3505",5958212,"nee"
"3506",5856210,"nee"
"3507",5922897,"nee"
"3508",5356830,"nee"
"3509",5065105,"nee"
"3510",5041441,"ja"
"3511",5555359,"nee"
"3512",5527048,"nee"
"3513",5979279,"nee"
"3514",5869964,"nee"
"3515",5527061,"nee"
"3516",5117774,"nee"
"3517",5815878,"ja"
"3518",5782641,"nee"
"3519",5277143,"nee"
"3520",5706906,"ja"
"3521",5150097,"nee"
"3522",5991568,"nee"
"3523",5013591,"nee"
"3524",5984275,"nee"
"3525",5222218,"nee"
"3526",5045390,"nee"
"3527",5832698,"nee"
"3528",5163784,"nee"
"3529",5748711,"nee"
"3530",5615033,"nee"
"3531",5855996,"ja"
"3532",5275157,"nee"
"3533",5607134,"nee"
"3534",5333419,"nee"
"3535",5070406,"nee"
"3536",5257134,"nee"
"3537",5313132,"nee"
"3538",5087657,"nee"
"3539",5602172,"nee"
"3540",5290261,"nee"
"3541",5129956,"nee"
"3542",5478234,"nee"
"3543",5931786,"nee"
"3544",5586816,"nee"
"3545",5489851,"nee"
"3546",5304239,"nee"
"3547",5574471,"nee"
"3548",5928082,"nee"
"3549",5892876,"nee"
"3550",5437610,"nee"
"3551",5340931,"nee"
"3552",5456859,"nee"
"3553",5835802,"nee"
"3554",5182419,"ja"
"3555",5098791,"nee"
"3556",5428801,"nee"
"3557",5583876,"nee"
"3558",5338465,"nee"
"3559",5433608,"nee"
"3560",5087918,"nee"
"3561",5210361,"ja"
"3562",5426609,"nee"
"3563",5893159,"nee"
"3564",5832543,"nee"
"3565",5545706,"nee"
"3566",5450369,"ja"
"3567",5398972,"ja"
"3568",5746950,"nee"
"3569",5545744,"nee"
"3570",5870013,"nee"
"3571",5594691,"ja"
"3572",5865910,"nee"
"3573",5803880,"nee"
"3574",5331902,"nee"
"3575",5582953,"nee"
"3576",5340101,"ja"
"3577",5559122,"nee"
"3578",5988375,"ja"
"3579",5057277,"nee"
"3580",5748401,"nee"
"3581",5054273,"nee"
"3582",5434084,"nee"
"3583",5590160,"nee"
"3584",5030198,"ja"
"3585",5423854,"ja"
"3586",5971383,"nee"
"3587",5262503,"nee"
"3588",5181121,"nee"
"3589",5555814,"ja"
"3590",5167288,"nee"
"3591",5782156,"nee"
"3592",5993078,"nee"
"3593",5005199,"nee"
"3594",5011982,"nee"
"3595",5100391,"nee"
"3596",5741582,"nee"
"3597",5011177,"nee"
"3598",5744931,"nee"
"3599",5757749,"nee"
"3600",5241806,"nee"
"3601",5880682,"nee"
"3602",5533040,"nee"
"3603",5214573,"nee"
"3604",5020672,"ja"
"3605",5237313,"nee"
"3606",5675672,"nee"
"3607",5027138,"ja"
"3608",5468075,"nee"
"3609",5180212,"nee"
"3610",5516594,"nee"
"3611",5964201,"nee"
"3612",5682678,"ja"
"3613",5675307,"nee"
"3614",5558249,"nee"
"3615",5898928,"nee"
"3616",5450689,"nee"
"3617",5493325,"nee"
"3618",5951634,"ja"
"3619",5872725,"nee"
"3620",5655549,"nee"
"3621",5937069,"nee"
"3622",5571812,"nee"
"3623",5358154,"nee"
"3624",5081722,"nee"
"3625",5244188,"nee"
"3626",5626457,"nee"
"3627",5004164,"nee"
"3628",5302290,"nee"
"3629",5184958,"ja"
"3630",5538634,"nee"
"3631",5531741,"ja"
"3632",5458030,"nee"
"3633",5153248,"nee"
"3634",5004064,"nee"
"3635",5770239,"nee"
"3636",5454428,"nee"
"3637",5246406,"nee"
"3638",5078590,"nee"
"3639",5413454,"nee"
"3640",5621825,"nee"
"3641",5097155,"nee"
"3642",5486613,"nee"
"3643",5294852,"nee"
"3644",5045064,"nee"
"3645",5445862,"nee"
"3646",5497262,"nee"
"3647",5517931,"nee"
"3648",5347246,"nee"
"3649",5679629,"nee"
"3650",5447601,"nee"
"3651",5498589,"nee"
"3652",5243516,"nee"
"3653",5798416,"ja"
"3654",5251535,"nee"
"3655",5220487,"nee"
"3656",5133025,"nee"
"3657",5324652,"ja"
"3658",5241920,"nee"
"3659",5434166,"ja"
"3660",5883544,"nee"
"3661",5045102,"nee"
"3662",5296451,"nee"
"3663",5514717,"nee"
"3664",5432156,"ja"
"3665",5319471,"nee"
"3666",5602906,"nee"
"3667",5033324,"nee"
"3668",5279123,"nee"
"3669",5325316,"nee"
"3670",5491391,"nee"
"3671",5638074,"nee"
"3672",5768242,"nee"
"3673",5571758,"nee"
"3674",5433122,"nee"
"3675",5669993,"nee"
"3676",5880957,"nee"
"3677",5743003,"nee"
"3678",5895546,"nee"
"3679",5991534,"nee"
"3680",5667451,"nee"
"3681",5960132,"nee"
"3682",5877227,"nee"
"3683",5933149,"nee"
"3684",5946340,"nee"
"3685",5854250,"nee"
"3686",5401946,"ja"
"3687",5661023,"ja"
"3688",5216397,"nee"
"3689",5027666,"nee"
"3690",5244213,"nee"
"3691",5148412,"nee"
"3692",5977280,"nee"
"3693",5162095,"nee"
"3694",5654126,"nee"
"3695",5590318,"ja"
"3696",5964968,"nee"
"3697",5654142,"ja"
"3698",5606914,"nee"
"3699",5560115,"nee"
"3700",5974165,"ja"
"3701",5875700,"nee"
"3702",5955241,"nee"
"3703",5105438,"nee"
"3704",5191126,"nee"
"3705",5459637,"nee"
"3706",5495197,"nee"
"3707",5686497,"ja"
"3708",5179097,"nee"
"3709",5860306,"ja"
"3710",5749752,"ja"
"3711",5751451,"nee"
"3712",5409239,"nee"
"3713",5236942,"nee"
"3714",5828936,"nee"
"3715",5391315,"nee"
"3716",5819297,"nee"
"3717",5925568,"nee"
"3718",5784974,"nee"
"3719",5256499,"nee"
"3720",5064922,"nee"
"3721",5373557,"nee"
"3722",5828253,"nee"
"3723",5497240,"nee"
"3724",5984244,"nee"
"3725",5606708,"ja"
"3726",5018398,"ja"
"3727",5021623,"nee"
"3728",5839107,"nee"
"3729",5047007,"nee"
"3730",5278415,"nee"
"3731",5296123,"nee"
"3732",5779437,"ja"
"3733",5771788,"nee"
"3734",5625712,"nee"
"3735",5276087,"nee"
"3736",5114269,"ja"
"3737",5781370,"nee"
"3738",5295648,"ja"
"3739",5830925,"nee"
"3740",5243751,"ja"
"3741",5391628,"nee"
"3742",5963881,"ja"
"3743",5639472,"nee"
"3744",5136489,"nee"
"3745",5329601,"ja"
"3746",5442357,"nee"
"3747",5162993,"nee"
"3748",5678429,"nee"
"3749",5762424,"nee"
"3750",5339110,"nee"
"3751",5122685,"nee"
"3752",5037745,"nee"
"3753",5169877,"ja"
"3754",5373940,"nee"
"3755",5624122,"nee"
"3756",5246802,"nee"
"3757",5510445,"nee"
"3758",5600621,"nee"
"3759",5186526,"nee"
"3760",5777238,"nee"
"3761",5472470,"nee"
"3762",5926546,"nee"
"3763",5191094,"nee"
"3764",5865497,"nee"
"3765",5511427,"nee"
"3766",5670397,"nee"
"3767",5597526,"nee"
"3768",5775622,"nee"
"3769",5639825,"nee"
"3770",5905376,"nee"
"3771",5321096,"ja"
"3772",5747135,"nee"
"3773",5308464,"nee"
"3774",5815285,"ja"
"3775",5285440,"ja"
"3776",5141526,"nee"
"3777",5678349,"ja"
"3778",5090901,"ja"
"3779",5569496,"ja"
"3780",5798985,"nee"
"3781",5588252,"nee"
"3782",5888825,"nee"
"3783",5014536,"nee"
"3784",5985329,"nee"
"3785",5361121,"nee"
"3786",5020480,"nee"
"3787",5043903,"ja"
"3788",5556429,"ja"
"3789",5176127,"ja"
"3790",5603787,"nee"
"3791",5182952,"nee"
"3792",5020662,"ja"
"3793",5542735,"nee"
"3794",5269485,"nee"
"3795",5500859,"nee"
"3796",5193222,"nee"
"3797",5742205,"nee"
"3798",5949295,"ja"
"3799",5059108,"nee"
"3800",5851359,"nee"
"3801",5677348,"nee"
"3802",5288327,"nee"
"3803",5932309,"nee"
"3804",5980522,"nee"
"3805",5499775,"nee"
"3806",5161052,"nee"
"3807",5959565,"ja"
"3808",5491589,"nee"
"3809",5915572,"nee"
"3810",5317381,"nee"
"3811",5721726,"ja"
"3812",5456322,"nee"
"3813",5394801,"nee"
"3814",5586184,"ja"
"3815",5301350,"nee"
"3816",5584526,"nee"
"3817",5514939,"nee"
"3818",5764548,"ja"
"3819",5696996,"nee"
"3820",5988185,"nee"
"3821",5099380,"nee"
"3822",5637873,"nee"
"3823",5753688,"ja"
"3824",5477446,"nee"
"3825",5839492,"nee"
"3826",5221127,"ja"
"3827",5388190,"nee"
"3828",5608585,"ja"
"3829",5086167,"nee"
"3830",5223664,"nee"
"3831",5568269,"ja"
"3832",5816553,"nee"
"3833",5288795,"ja"
"3834",5055004,"ja"
"3835",5395390,"nee"
"3836",5541482,"nee"
"3837",5716083,"nee"
"3838",5921894,"nee"
"3839",5803383,"nee"
"3840",5513813,"nee"
"3841",5592267,"nee"
"3842",5445339,"nee"
"3843",5354465,"nee"
"3844",5211094,"nee"
"3845",5008276,"nee"
"3846",5488808,"ja"
"3847",5986350,"nee"
"3848",5146320,"nee"
"3849",5244142,"nee"
"3850",5985890,"ja"
"3851",5546714,"nee"
"3852",5188455,"nee"
"3853",5961358,"ja"
"3854",5042881,"nee"
"3855",5387791,"nee"
"3856",5459889,"nee"
"3857",5533954,"ja"
"3858",5832311,"ja"
"3859",5192612,"ja"
"3860",5421947,"nee"
"3861",5032045,"nee"
"3862",5500218,"ja"
"3863",5569315,"nee"
"3864",5868562,"nee"
"3865",5746283,"nee"
"3866",5748964,"nee"
"3867",5493153,"nee"
"3868",5710782,"ja"
"3869",5460712,"nee"
"3870",5102115,"nee"
"3871",5696643,"nee"
"3872",5372961,"nee"
"3873",5343494,"nee"
"3874",5644212,"nee"
"3875",5420068,"nee"
"3876",5511906,"ja"
"3877",5781061,"nee"
"3878",5043402,"nee"
"3879",5777184,"nee"
"3880",5161954,"nee"
"3881",5816319,"nee"
"3882",5379003,"nee"
"3883",5005336,"nee"
"3884",5628901,"nee"
"3885",5685661,"nee"
"3886",5673094,"nee"
"3887",5723542,"nee"
"3888",5659157,"nee"
"3889",5793407,"nee"
"3890",5833569,"nee"
"3891",5246331,"nee"
"3892",5213299,"nee"
"3893",5064085,"nee"
"3894",5505104,"nee"
"3895",5595078,"ja"
"3896",5356307,"nee"
"3897",5975402,"nee"
"3898",5219021,"nee"
"3899",5300935,"nee"
"3900",5617321,"nee"
"3901",5575481,"nee"
"3902",5174613,"nee"
"3903",5381804,"nee"
"3904",5968796,"nee"
"3905",5101240,"nee"
"3906",5694645,"nee"
"3907",5459595,"nee"
"3908",5485830,"nee"
"3909",5655247,"nee"
"3910",5495829,"ja"
"3911",5439769,"nee"
"3912",5864027,"nee"
"3913",5898786,"nee"
"3914",5420619,"nee"
"3915",5897756,"nee"
"3916",5046922,"nee"
"3917",5123654,"nee"
"3918",5289106,"ja"
"3919",5494178,"nee"
"3920",5173235,"nee"
"3921",5737077,"ja"
"3922",5716948,"nee"
"3923",5355229,"nee"
"3924",5183425,"nee"
"3925",5389229,"nee"
"3926",5671447,"nee"
"3927",5750682,"nee"
"3928",5855236,"nee"
"3929",5482082,"nee"
"3930",5062814,"nee"
"3931",5327417,"nee"
"3932",5699943,"nee"
"3933",5073239,"nee"
"3934",5350621,"nee"
"3935",5282476,"nee"
"3936",5206819,"nee"
"3937",5513800,"nee"
"3938",5971858,"nee"
"3939",5247558,"nee"
"3940",5728592,"nee"
"3941",5805499,"nee"
"3942",5903169,"nee"
"3943",5206048,"nee"
"3944",5668630,"nee"
"3945",5722808,"nee"
"3946",5750602,"nee"
"3947",5717955,"nee"
"3948",5920161,"nee"
"3949",5384903,"nee"
"3950",5002128,"nee"
"3951",5458744,"nee"
"3952",5307013,"nee"
"3953",5606474,"ja"
"3954",5853146,"nee"
"3955",5560798,"nee"
"3956",5676650,"nee"
"3957",5868925,"nee"
"3958",5130663,"nee"
"3959",5225476,"nee"
"3960",5035955,"nee"
"3961",5525739,"nee"
"3962",5299307,"nee"
"3963",5259268,"ja"
"3964",5322886,"nee"
"3965",5080320,"nee"
"3966",5802516,"nee"
"3967",5750636,"nee"
"3968",5060595,"nee"
"3969",5352123,"ja"
"3970",5896261,"nee"
"3971",5350271,"nee"
"3972",5742323,"nee"
"3973",5247211,"nee"
"3974",5140224,"nee"
"3975",5269227,"nee"
"3976",5848717,"nee"
"3977",5317037,"nee"
"3978",5853002,"nee"
"3979",5398938,"nee"
"3980",5745883,"nee"
"3981",5925180,"nee"
"3982",5048748,"nee"
"3983",5184457,"nee"
"3984",5471521,"nee"
"3985",5041084,"nee"
"3986",5371692,"nee"
"3987",5010026,"nee"
"3988",5053605,"nee"
"3989",5074251,"nee"
"3990",5449909,"nee"
"3991",5137301,"ja"
"3992",5650737,"ja"
"3993",5341648,"nee"
"3994",5407152,"nee"
"3995",5881780,"ja"
"3996",5246066,"nee"
"3997",5607552,"nee"
"3998",5803249,"nee"
"3999",5380083,"nee"
"4000",5937714,"nee"
"4001",5587627,"nee"
"4002",5809439,"nee"
"4003",5726393,"nee"
"4004",5386938,"nee"
"4005",5176550,"nee"
"4006",5223893,"nee"
"4007",5541330,"nee"
"4008",5693744,"ja"
"4009",5840479,"nee"
"4010",5443848,"nee"
"4011",5587459,"nee"
"4012",5569348,"nee"
"4013",5601278,"nee"
"4014",5437112,"nee"
"4015",5713301,"nee"
"4016",5425575,"nee"
"4017",5308419,"nee"
"4018",5247969,"nee"
"4019",5410872,"nee"
"4020",5202972,"nee"
"4021",5385516,"nee"
"4022",5172332,"nee"
"4023",5703493,"nee"
"4024",5974593,"ja"
"4025",5924304,"nee"
"4026",5830264,"nee"
"4027",5899991,"nee"
"4028",5094685,"nee"
"4029",5216930,"nee"
"4030",5925650,"nee"
"4031",5100015,"nee"
"4032",5636718,"nee"
"4033",5822612,"nee"
"4034",5867895,"nee"
"4035",5927183,"nee"
"4036",5482442,"nee"
"4037",5775582,"ja"
"4038",5703538,"nee"
"4039",5452546,"nee"
"4040",5627918,"nee"
"4041",5723764,"nee"
"4042",5220844,"ja"
"4043",5724934,"nee"
"4044",5300380,"nee"
"4045",5378629,"ja"
"4046",5718949,"nee"
"4047",5670261,"ja"
"4048",5560981,"nee"
"4049",5775570,"nee"
"4050",5870001,"ja"
"4051",5846335,"nee"
"4052",5288647,"nee"
"4053",5048835,"nee"
"4054",5518882,"ja"
"4055",5088595,"nee"
"4056",5005563,"nee"
"4057",5750766,"nee"
"4058",5128943,"nee"
"4059",5380165,"nee"
"4060",5447496,"nee"
"4061",5031004,"nee"
"4062",5373108,"nee"
"4063",5621409,"nee"
"4064",5565395,"nee"
"4065",5607562,"nee"
"4066",5288676,"nee"
"4067",5293647,"nee"
"4068",5315872,"nee"
"4069",5092216,"ja"
"4070",5764345,"nee"
"4071",5091149,"nee"
"4072",5959816,"nee"
"4073",5618510,"nee"
"4074",5416860,"nee"
"4075",5097673,"nee"
"4076",5161333,"nee"
"4077",5441864,"nee"
"4078",5855875,"nee"
"4079",5250564,"nee"
"4080",5162219,"nee"
"4081",5703431,"nee"
"4082",5183351,"nee"
"4083",5090400,"nee"
"4084",5427304,"nee"
"4085",5725566,"nee"
"4086",5495481,"nee"
"4087",5393381,"nee"
"4088",5611194,"ja"
"4089",5816616,"nee"
"4090",5047445,"nee"
"4091",5056753,"nee"
"4092",5742992,"nee"
"4093",5741328,"nee"
"4094",5841228,"nee"
"4095",5178297,"nee"
"4096",5086296,"nee"
"4097",5178210,"nee"
"4098",5927974,"nee"
"4099",5468760,"nee"
"4100",5091653,"nee"
"4101",5978645,"nee"
"4102",5625173,"nee"
"4103",5789105,"nee"
"4104",5642473,"ja"
"4105",5255057,"nee"
"4106",5590652,"nee"
"4107",5617475,"ja"
"4108",5217700,"nee"
"4109",5469962,"nee"
"4110",5120864,"nee"
"4111",5682309,"nee"
"4112",5047148,"ja"
"4113",5033368,"nee"
"4114",5118949,"nee"
"4115",5826034,"nee"
"4116",5811361,"nee"
"4117",5741448,"nee"
"4118",5824019,"nee"
"4119",5316306,"nee"
"4120",5102431,"nee"
"4121",5749563,"nee"
"4122",5963325,"ja"
"4123",5521164,"nee"
"4124",5587527,"nee"
"4125",5982455,"nee"
"4126",5986984,"nee"
"4127",5651682,"ja"
"4128",5067731,"nee"
"4129",5198052,"nee"
"4130",5913253,"nee"
"4131",5366830,"nee"
"4132",5803901,"nee"
"4133",5399575,"nee"
"4134",5659683,"ja"
"4135",5832721,"nee"
"4136",5174705,"nee"
"4137",5461814,"nee"
"4138",5634419,"nee"
"4139",5810444,"nee"
"4140",5055077,"nee"
"4141",5670069,"nee"
"4142",5162557,"nee"
"4143",5915605,"nee"
"4144",5178952,"nee"
"4145",5945008,"ja"
"4146",5220318,"ja"
"4147",5941792,"nee"
"4148",5782987,"nee"
"4149",5804922,"nee"
"4150",5869447,"nee"
"4151",5357218,"nee"
"4152",5071132,"nee"
"4153",5473673,"nee"
"4154",5603451,"nee"
"4155",5668379,"nee"
"4156",5615295,"nee"
"4157",5147683,"nee"
"4158",5658224,"nee"
"4159",5342192,"ja"
"4160",5733578,"nee"
"4161",5491870,"nee"
"4162",5227467,"nee"
"4163",5654604,"ja"
"4164",5931556,"nee"
"4165",5018848,"nee"
"4166",5637810,"nee"
"4167",5767182,"ja"
"4168",5094399,"nee"
"4169",5619303,"nee"
"4170",5591346,"nee"
"4171",5621360,"nee"
"4172",5266751,"ja"
"4173",5390336,"nee"
"4174",5309754,"nee"
"4175",5250730,"nee"
"4176",5825648,"nee"
"4177",5421971,"nee"
"4178",5760657,"ja"
"4179",5681462,"ja"
"4180",5247901,"nee"
"4181",5960914,"nee"
"4182",5602889,"nee"
"4183",5244978,"nee"
"4184",5359319,"ja"
"4185",5445724,"nee"
"4186",5429133,"nee"
"4187",5912117,"nee"
"4188",5532947,"nee"
"4189",5195001,"nee"
"4190",5705877,"nee"
"4191",5830418,"ja"
"4192",5498152,"ja"
"4193",5378482,"nee"
"4194",5319402,"nee"
"4195",5841960,"nee"
"4196",5362678,"nee"
"4197",5631444,"nee"
"4198",5392549,"nee"
"4199",5363771,"nee"
"4200",5515147,"nee"
"4201",5924833,"nee"
"4202",5030220,"nee"
"4203",5588724,"nee"
"4204",5099536,"ja"
"4205",5548187,"nee"
"4206",5491602,"ja"
"4207",5342656,"nee"
"4208",5013532,"nee"
"4209",5369934,"nee"
"4210",5148622,"ja"
"4211",5874340,"ja"
"4212",5876337,"nee"
"4213",5899254,"ja"
"4214",5286871,"nee"
"4215",5772518,"nee"
"4216",5861646,"nee"
"4217",5059095,"nee"
"4218",5924971,"nee"
"4219",5203102,"nee"
"4220",5394571,"nee"
"4221",5597284,"nee"
"4222",5798924,"ja"
"4223",5155977,"ja"
"4224",5982307,"ja"
"4225",5994763,"nee"
"4226",5047740,"nee"
"4227",5595839,"nee"
"4228",5730566,"nee"
"4229",5095042,"nee"
"4230",5680319,"nee"
"4231",5308387,"ja"
"4232",5307547,"nee"
"4233",5407034,"nee"
"4234",5304603,"ja"
"4235",5375702,"ja"
"4236",5114824,"nee"
"4237",5875077,"nee"
"4238",5678604,"nee"
"4239",5108885,"nee"
"4240",5484122,"nee"
"4241",5088926,"nee"
"4242",5137337,"nee"
"4243",5189209,"nee"
"4244",5321835,"nee"
"4245",5010344,"ja"
"4246",5179800,"nee"
"4247",5650650,"ja"
"4248",5961750,"nee"
"4249",5318524,"ja"
"4250",5496804,"ja"
"4251",5122759,"nee"
"4252",5925970,"nee"
"4253",5083963,"nee"
"4254",5993231,"nee"
"4255",5051244,"nee"
"4256",5765831,"nee"
"4257",5252332,"nee"
"4258",5964449,"ja"
"4259",5900618,"nee"
"4260",5253045,"nee"
"4261",5733813,"ja"
"4262",5223028,"nee"
"4263",5271179,"nee"
"4264",5311383,"nee"
"4265",5792261,"nee"
"4266",5472762,"nee"
"4267",5965769,"ja"
"4268",5574352,"nee"
"4269",5032124,"nee"
"4270",5672541,"nee"
"4271",5757705,"nee"
"4272",5310453,"nee"
"4273",5690838,"nee"
"4274",5476674,"nee"
"4275",5415849,"ja"
"4276",5728613,"nee"
"4277",5420038,"nee"
"4278",5342011,"nee"
"4279",5272805,"nee"
"4280",5607974,"nee"
"4281",5711632,"nee"
"4282",5352116,"nee"
"4283",5635729,"nee"
"4284",5139422,"ja"
"4285",5047503,"nee"
"4286",5378525,"nee"
"4287",5109886,"nee"
"4288",5886087,"nee"
"4289",5431248,"nee"
"4290",5566968,"nee"
"4291",5219613,"nee"
"4292",5138338,"nee"
"4293",5206018,"nee"
"4294",5045192,"nee"
"4295",5115344,"nee"
"4296",5732604,"nee"
"4297",5964649,"nee"
"4298",5131379,"ja"
"4299",5224614,"nee"
"4300",5329641,"ja"
"4301",5078313,"nee"
"4302",5861449,"nee"
"4303",5865594,"nee"
"4304",5840433,"nee"
"4305",5048285,"nee"
"4306",5012912,"nee"
"4307",5496951,"nee"
"4308",5493988,"ja"
"4309",5891586,"nee"
"4310",5045281,"ja"
"4311",5052964,"nee"
"4312",5855658,"nee"
"4313",5661555,"nee"
"4314",5393320,"nee"
"4315",5280184,"nee"
"4316",5014938,"nee"
"4317",5203650,"nee"
"4318",5466196,"nee"
"4319",5740425,"nee"
"4320",5186472,"nee"
"4321",5310651,"nee"
"4322",5520489,"ja"
"4323",5391556,"nee"
"4324",5745810,"nee"
"4325",5650218,"nee"
"4326",5994622,"nee"
"4327",5917258,"nee"
"4328",5914838,"nee"
"4329",5099087,"nee"
"4330",5847514,"nee"
"4331",5380463,"nee"
"4332",5867904,"nee"
"4333",5134463,"nee"
"4334",5481848,"nee"
"4335",5838444,"nee"
"4336",5139972,"nee"
"4337",5902030,"ja"
"4338",5104272,"nee"
"4339",5589674,"nee"
"4340",5085691,"nee"
"4341",5573251,"ja"
"4342",5901939,"ja"
"4343",5489122,"nee"
"4344",5869465,"nee"
"4345",5586950,"nee"
"4346",5932489,"nee"
"4347",5110054,"nee"
"4348",5069963,"nee"
"4349",5770164,"ja"
"4350",5468334,"nee"
"4351",5515111,"nee"
"4352",5877197,"nee"
"4353",5361874,"ja"
"4354",5028118,"nee"
"4355",5552263,"nee"
"4356",5913462,"nee"
"4357",5227876,"ja"
"4358",5721854,"nee"
"4359",5759334,"nee"
"4360",5518128,"ja"
"4361",5253264,"nee"
"4362",5093433,"nee"
"4363",5077767,"ja"
"4364",5607826,"nee"
"4365",5181565,"nee"
"4366",5582274,"nee"
"4367",5295737,"nee"
"4368",5986964,"nee"
"4369",5615641,"nee"
"4370",5724897,"nee"
"4371",5746418,"nee"
"4372",5102054,"nee"
"4373",5965835,"nee"
"4374",5884865,"nee"
"4375",5448815,"nee"
